No de client;Produit;Date; QuantitÇ ;Prix unitaire;Panne = U;Actif = 0;CapacitÇ citerne;Automatique = 1;Limite degrÇs jour;Degres jour cumulÇs;Temperature
210031;G;04-01-19;1.000;0;51400 ?;;0;10787;0;0;4
210061;G;04-01-19;4.000;0;49050 ?;;0;100985;0;0;4
210124;G;04-01-19;17.011;0;49050 ?;;0;60384;0;0;4
210124;G;04-01-19;17.999;0;43740 ?;;0;0;0;0;4
210362;G;04-01-19;500;0;51400 ?;;0;200487;0;0;4
210734;G;04-01-19;858;0;51400 ?;;0;80486;0;0;4
211260;G;04-01-19;2.150;0;47140 ?;;0;0;0;0;4
211560;G;04-01-19;8.471;0;49050 ?;;0;10785;0;0;4
211619;G;04-01-19;1.000;0;51590 ?;;0;0;0;0;4
211917;GX;04-01-19;2.000;0;51370 ?;;0;0;0;0;4
211932;G;04-01-19;1.000;0;51590 ?;;0;0;0;0;4
212278;G;04-01-19;9.493;0;49240 ?;;0;0;0;0;4
212278;G;04-01-19;9.052;0;49050 ?;;0;240185;0;0;4
212278;G;04-01-19;9.408;0;49050 ?;;0;250984;0;0;4
212312;G;04-01-19;2.000;0;51590 ?;;0;0;0;0;4
212786;G;04-01-19;2.695;0;51400 ?;;0;10485;0;0;4
212935;G;04-01-19;3.000;0;51400 ?;;0;0;0;0;4
213216;G;04-01-19;1.000;0;51400 ?;;0;0;0;0;4
213373;G;04-01-19;500;0;51400 ?;;0;100486;0;0;4
215010;G;04-01-19;2.940;0;51400 ?;;0;0;0;0;4
215032;GX;04-01-19;50;0;51560 ?;;0;240687;0;0;4
215032;GX;04-01-19;50;0;51370 ?;;0;0;0;0;4
215032;GX;04-01-19;50;0;51370 ?;;0;260586;0;0;4
215032;GX;04-01-19;100;0;51370 ?;;0;0;0;0;4
215032;GX;04-01-19;75;0;51370 ?;;0;0;0;0;4
215166;G;04-01-19;1.000;0;51400 ?;;0;60587;0;0;4
215208;G;04-01-19;1.000;0;51400 ?;U;0;0;0;0;4
215342;G;04-01-19;1.950;0;51400 ?;;0;0;0;0;4
215883;G;04-01-19;1.700;0;51400 ?;;0;190685;0;0;4
216177;G;04-01-19;965;0;51590 ?;;0;0;0;0;4
216526;G;04-01-19;500;0;51400 ?;U;0;0;0;0;4
218339;G;04-01-19;1.000;0;51590 ?;;0;0;0;0;4
218699;G;04-01-19;1.000;0;49500 ?;;0;0;0;0;4
219127;G;04-01-19;1.081;0;51590 ?;;0;130285;0;0;4
219649;GX;04-01-19;100;0;51370 ?;;0;0;0;0;4
220219;G;04-01-19;1.000;0;51400 ?;U;0;0;0;0;4
220233;G;04-01-19;2.142;0;51590 ?;;0;0;0;0;4
220255;G;04-01-19;3.000;0;51590 ?;;0;0;0;0;4
220268;G;04-01-19;2.000;0;47950 ?;;0;0;0;0;4
220273;G;04-01-19;2.000;0;51400 ?;;0;60385;0;0;4
220490;G;04-01-19;1.000;0;51590 ?;;0;0;0;0;4
220682;G;04-01-19;500;0;51400 ?;;0;51286;0;0;4
220703;G;04-01-19;1.000;0;49650 ?;;0;0;0;0;4
220948;G;04-01-19;2.000;0;51400 ?;;0;0;0;0;4
221009;G;04-01-19;1.200;0;49650 ?;;0;20985;0;0;4
221138;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
221247;G;04-01-19;500;0;51400 ?;;0;290486;0;0;4
221556;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
221780;G;04-01-19;1.560;0;47140 ?;;0;0;0;0;4
221781;G;04-01-19;1.500;0;47140 ?;;0;0;0;0;4
221805;G;04-01-19;1.000;0;51400 ?;;0;170187;0;0;4
222026;G;04-01-19;500;0;51590 ?;U;0;0;0;0;4
222228;G;04-01-19;500;0;51400 ?;;0;70987;0;0;4
222409;G;04-01-19;1.763;0;51590 ?;;0;0;0;0;4
223061;G;04-01-19;500;0;51400 ?;;0;231087;0;0;4
224146;G;04-01-19;2.000;0;46950 ?;;0;0;0;0;4
224757;G;04-01-19;2.000;0;51400 ?;;0;101186;0;0;4
225161;G;04-01-19;1.000;0;51400 ?;;0;0;0;0;4
225182;G;04-01-19;2.341;0;47140 ?;;0;0;0;0;4
225215;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
225253;G;04-01-19;500;0;51590 ?;U;0;241084;0;0;4
225295;G;04-01-19;1.136;0;51590 ?;;0;0;0;0;4
225332;G;04-01-19;2.000;0;51400 ?;U;0;231087;0;0;4
225534;G;04-01-19;2.000;0;51400 ?;;0;20184;0;0;4
225993;G;04-01-19;750;0;51400 ?;;0;0;0;0;4
226138;G;04-01-19;1.000;0;51400 ?;;0;0;0;0;4
226817;G;04-01-19;500;0;51400 ?;;0;50587;0;0;4
226963;G;04-01-19;1.000;0;51590 ?;;0;0;0;0;4
227425;G;04-01-19;1.500;0;47140 ?;;0;0;0;0;4
227975;G;04-01-19;1.800;0;47950 ?;;0;0;0;0;4
228060;G;04-01-19;1.700;0;46400 ?;;0;0;0;0;4
228061;G;04-01-19;2.000;0;46400 ?;;0;0;0;0;4
228098;G;04-01-19;1.500;0;51590 ?;U;0;0;0;0;4
228260;G;04-01-19;1.000;0;51400 ?;;0;0;0;0;4
228332;G;04-01-19;2.000;0;51400 ?;;0;170287;0;0;4
228425;G;04-01-19;1.013;0;47950 ?;;0;0;0;0;4
228885;G;04-01-19;1.000;0;51590 ?;;0;240686;0;0;4
228939;G;04-01-19;14.593;0;51400 ?;;0;0;0;0;4
229053;G;04-01-19;900;0;51400 ?;;0;50387;0;0;4
229238;G;04-01-19;1.000;0;51590 ?;;0;0;0;0;4
229608;G;04-01-19;500;0;51400 ?;;0;190885;0;0;4
229662;G;04-01-19;1.601;0;51590 ?;;0;0;0;0;4
229944;G;04-01-19;15.000;0;51400 ?;;0;0;0;0;4
230267;G;04-01-19;1.000;0;51400 ?;;0;0;0;0;4
230680;G;04-01-19;1.000;0;51400 ?;;0;0;0;0;4
230791;G;04-01-19;2.000;0;51400 ?;;0;0;0;0;4
230791;G;04-01-19;50;0;48200 ?;;0;0;0;0;4
230974;G;04-01-19;857;0;51400 ?;;0;0;0;0;4
231845;G;04-01-19;2.000;0;48140 ?;;0;90786;0;0;4
231887;G;04-01-19;700;0;51590 ?;U;0;190886;0;0;4
231917;G;04-01-19;1.000;0;51400 ?;;0;0;0;0;4
232321;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
232408;G;04-01-19;2.000;0;51590 ?;;0;0;0;0;4
232592;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
232962;G;04-01-19;500;0;51590 ?;U;0;0;0;0;4
232964;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
233163;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
233448;G;04-01-19;500;0;51400 ?;U;0;0;0;0;4
233537;G;04-01-19;1.355;0;51590 ?;;0;5000;0;0;4
233665;G;04-01-19;500;0;49500 ?;U;0;0;0;0;4
233701;G;04-01-19;1.000;0;51400 ?;;0;120985;0;0;4
233723;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
234055;G;04-01-19;1.000;0;51400 ?;;0;130983;0;0;4
234294;G;04-01-19;3.000;0;47950 ?;;0;0;0;0;4
234307;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
234315;G;04-01-19;2.000;0;49050 ?;;0;0;0;0;4
234421;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
234497;G;04-01-19;1.000;0;51590 ?;;0;0;0;0;4
234696;G;04-01-19;500;0;54380 ?;;0;0;0;0;4
234722;G;04-01-19;944;0;51590 ?;;0;110386;0;0;4
234743;G;04-01-19;662;0;51400 ?;;0;0;0;0;4
234841;GX;04-01-19;1.000;0;51370 ?;;0;0;0;0;4
234906;G;04-01-19;500;0;51590 ?;U;0;0;0;0;4
234935;G;04-01-19;1.965;0;51400 ?;;0;50983;0;0;4
235060;G;04-01-19;1.000;0;51400 ?;;0;190285;0;0;4
235715;G;04-01-19;1.200;0;51590 ?;;0;0;0;0;4
235716;G;04-01-19;800;0;50620 ?;U;0;0;0;0;4
235717;G;04-01-19;500;0;51400 ?;;0;0;0;0;4
235718;G;04-01-19;500;0;51400 ?;;0;250987;0;0;4
235719;G;04-01-19;1.000;0;51400 ?;;0;0;0;0;4
235720;G;04-01-19;500;0;51400 ?;U;0;31286;0;0;4
235721;G;04-01-19;2.271;0;51590 ?;;0;0;0;0;4
235722;G;04-01-19;1.170;0;51590 ?;;0;161084;0;0;4
235723;G;04-01-19;1.000;0;51400 ?;;0;241084;0;0;4
235724;G;04-01-19;1.000;0;50150 ?;;0;0;0;0;4
900131;G;04-01-19;500;0;51400 ?;;0;200885;0;0;4
900269;G;04-01-19;1.126;0;51400 ?;;0;0;0;0;4
900611;G;04-01-19;500;0;51590 ?;;0;0;0;0;4
60793;GX;05-01-19;6.811;0;49020 ?;;0;20986;0;0;6
60793;G;05-01-19;5.165;0;49050 ?;;0;141283;0;0;6
102090;G;05-01-19;500;0;51400 ?;;0;30985;0;0;6
212278;G;05-01-19;9.253;0;49050 ?;;0;260386;0;0;6
212278;G;05-01-19;14.924;0;49050 ?;;0;141083;0;0;6
212278;G;05-01-19;9.212;0;49050 ?;;0;0;0;0;6
221733;G;05-01-19;1.000;0;51400 ?;;0;10000;0;32;6
224896;G;05-01-19;1.000;0;48200 ?;;0;0;0;0;6
229057;G;05-01-19;1.000;0;51400 ?;U;0;0;0;0;6
229067;G;05-01-19;2.000;0;51400 ?;;0;0;0;0;6
229136;G;05-01-19;2.000;0;49050 ?;U;0;0;0;0;6
233166;G;05-01-19;500;0;51400 ?;;0;0;0;0;6
235725;G;05-01-19;1.000;0;51400 ?;;0;3200;0;0;6
900498;G;05-01-19;2.000;0;51400 ?;;0;0;0;0;6
61745;G;06-01-19;1.500;0;51400 ?;;0;0;0;0;5
219236;G;06-01-19;2.000;0;51400 ?;;0;0;0;0;5
231893;G;06-01-19;1.000;0;51400 ?;;0;0;0;0;5
900271;G;06-01-19;500;0;51400 ?;;0;0;0;0;5
901022;G;06-01-19;1.000;0;51400 ?;;0;0;0;0;5
1240;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
6302;G;07-01-19;1.000;0;51400 ?;;0;240286;0;0;9
6337;G;07-01-19;2.000;0;51400 ?;;0;60486;0;0;9
10195;G;07-01-19;3.000;0;51400 ?;;0;0;0;0;9
12487;G;07-01-19;6.825;0;49050 ?;;0;40587;0;0;9
12487;G;07-01-19;6.461;0;49050 ?;;0;231087;0;0;9
13088;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
13320;G;07-01-19;1.000;0;50400 ?;;0;270186;0;0;9
13434;G;07-01-19;1.000;0;51400 ?;;0;291285;0;0;9
16026;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
18230;G;07-01-19;1.000;0;51400 ?;;0;60884;0;0;9
19028;G;07-01-19;2.036;0;51400 ?;;0;280186;0;0;9
19479;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
22073;G;07-01-19;1.618;0;50400 ?;;0;250386;0;0;9
22198;GX;07-01-19;50;0;51370 ?;;0;0;0;0;9
22198;GX;07-01-19;25;0;51370 ?;;0;190687;0;0;9
22198;GX;07-01-19;50;0;51370 ?;;0;110687;0;0;9
23181;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
51400;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
52670;G;07-01-19;1.000;0;51400 ?;;0;3200;0;1560;9
52951;G;07-01-19;1.000;0;51400 ?;;0;210587;0;0;9
53228;G;07-01-19;2.500;0;49050 ?;U;0;290687;0;0;9
53268;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
53420;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
53496;G;07-01-19;2.000;0;49050 ?;U;0;90885;0;0;9
53766;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
53770;G;07-01-19;2.500;0;47400 ?;;0;120986;0;0;9
53867;G;07-01-19;2.500;0;51400 ?;;0;120884;0;0;9
53934;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
54097;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
54527;GX;07-01-19;2.000;0;51370 ?;;0;0;0;0;9
54704;G;07-01-19;500;0;51400 ?;;0;3500;0;0;9
54976;G;07-01-19;1.500;0;47400 ?;;0;20986;0;0;9
55464;G;07-01-19;1.200;0;51400 ?;;0;0;0;0;9
59559;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
59559;GX;07-01-19;50;0;50400 ?;;0;0;0;0;9
59567;G;07-01-19;1.000;0;51400 ?;;0;290787;0;0;9
59567;G;07-01-19;500;0;51400 ?;;0;81283;0;0;9
59627;G;07-01-19;1.000;0;47400 ?;;0;210786;0;0;9
59751;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
59945;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
60151;G;07-01-19;2.400;0;51400 ?;;0;0;0;0;9
60475;G;07-01-19;1.500;0;51400 ?;;0;0;0;0;9
60707;G;07-01-19;1.200;0;48200 ?;;0;230387;0;0;9
60707;G;07-01-19;556;0;48200 ?;;0;240387;0;0;9
60793;G;07-01-19;7.576;0;49050 ?;;0;0;0;0;9
60793;GX;07-01-19;5.040;0;49020 ?;;0;0;0;0;9
60882;G;07-01-19;1.859;0;47400 ?;;0;0;0;0;9
61719;G;07-01-19;1.000;0;51400 ?;;0;251283;0;0;9
61924;G;07-01-19;1.755;0;51400 ?;;0;271185;0;0;9
62068;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
62263;G;07-01-19;500;0;51400 ?;;0;40485;0;0;9
62321;G;07-01-19;1.000;0;51400 ?;;0;41186;0;0;9
62768;G;07-01-19;1.000;0;51400 ?;;0;241185;0;0;9
62939;G;07-01-19;771;0;51400 ?;;0;70186;0;0;9
62995;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
63016;G;07-01-19;2.700;0;51400 ?;;0;220185;0;0;9
63315;G;07-01-19;2.000;0;49050 ?;;0;3000;1;2518;9
63757;G;07-01-19;2.000;0;51400 ?;;0;41284;0;0;9
101593;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
101771;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
102272;G;07-01-19;500;0;51400 ?;;0;71185;0;0;9
102380;G;07-01-19;500;0;51400 ?;;0;210885;0;0;9
102459;G;07-01-19;2.000;0;51400 ?;;0;130486;0;0;9
102523;G;07-01-19;1.500;0;47400 ?;;0;0;0;0;9
210764;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
210785;G;07-01-19;500;0;51400 ?;;0;260886;0;0;9
211104;G;07-01-19;2.000;0;47400 ?;;0;0;0;0;9
211425;G;07-01-19;953;0;51400 ?;;0;270685;0;0;9
211561;G;07-01-19;700;0;51400 ?;;0;0;0;0;9
211710;G;07-01-19;500;0;51400 ?;;0;250785;0;0;9
212215;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
212278;G;07-01-19;9.294;0;49050 ?;;0;290886;0;0;9
212278;G;07-01-19;7.160;0;49050 ?;;0;0;0;0;9
212278;GX;07-01-19;2.102;0;49020 ?;;0;0;0;0;9
212379;G;07-01-19;1.638;0;49050 ?;;0;0;0;0;9
213051;G;07-01-19;500;0;51400 ?;U;0;2500;0;0;9
213413;G;07-01-19;2.000;0;47400 ?;;0;0;0;0;9
213754;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
213799;G;07-01-19;1.621;0;47400 ?;;0;0;0;0;9
213801;G;07-01-19;2.000;0;51400 ?;;0;311085;0;0;9
213848;G;07-01-19;500;0;51400 ?;;0;120586;0;0;9
213976;G;07-01-19;1.874;0;51400 ?;;0;7000;1;500;9
214719;G;07-01-19;900;0;51400 ?;;0;230884;0;0;9
215032;GX;07-01-19;75;0;51370 ?;;0;80885;0;0;9
215032;GX;07-01-19;50;0;51370 ?;;0;0;0;0;9
215356;G;07-01-19;1.500;0;51400 ?;;0;0;0;0;9
215563;G;07-01-19;961;0;51400 ?;;0;0;0;0;9
215646;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
216163;G;07-01-19;1.500;0;47400 ?;;0;180986;0;0;9
216290;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
216965;G;07-01-19;1.937;0;47950 ?;;0;30486;0;0;9
217119;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
217171;G;07-01-19;10.000;0;49050 ?;;0;3500;0;0;9
217175;G;07-01-19;1.136;0;48200 ?;;0;281085;0;0;9
217177;G;07-01-19;1.000;0;48200 ?;;0;271185;0;0;9
217359;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
217397;G;07-01-19;500;0;51400 ?;U;0;30387;0;0;9
217517;G;07-01-19;1.000;0;48200 ?;;0;81285;0;0;9
217550;G;07-01-19;1.000;0;47400 ?;;0;2300;1;933;9
217613;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
217654;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
217669;G;07-01-19;1.500;0;51400 ?;;0;0;0;0;9
218191;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
218210;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
218219;G;07-01-19;1.145;0;47400 ?;;0;0;0;0;9
218810;G;07-01-19;1.000;0;52350 ?;;0;251185;0;0;9
218900;G;07-01-19;1.000;0;51400 ?;;0;70885;0;0;9
219071;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
219087;G;07-01-19;1.000;0;47400 ?;;0;110984;0;0;9
219088;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
219092;G;07-01-19;1.700;0;47400 ?;;0;0;0;0;9
219208;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
219247;G;07-01-19;500;0;51400 ?;U;0;41087;0;0;9
219511;G;07-01-19;1.172;0;47400 ?;;0;0;0;0;9
219635;G;07-01-19;1.500;0;47400 ?;;0;2000;0;0;9
219805;G;07-01-19;1.000;0;51400 ?;;0;61284;0;0;9
219828;G;07-01-19;1.200;0;47400 ?;;0;0;0;0;9
219924;G;07-01-19;1.000;0;47400 ?;;0;90985;0;0;9
219993;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
220068;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
220071;G;07-01-19;617;0;51400 ?;U;0;1000;0;0;9
220443;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
220444;G;07-01-19;1.564;0;47400 ?;;0;120685;0;0;9
220474;G;07-01-19;600;0;45050 ?;;0;0;0;0;9
220504;G;07-01-19;500;0;51400 ?;;0;190687;0;0;9
220545;G;07-01-19;500;0;51400 ?;;0;271086;0;0;9
220714;G;07-01-19;1.429;0;47400 ?;;0;181083;0;0;9
220715;G;07-01-19;1.000;0;47400 ?;;0;21087;0;0;9
220966;G;07-01-19;500;0;51400 ?;U;0;0;0;0;9
221003;G;07-01-19;2.245;0;47400 ?;;0;0;0;0;9
221395;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
221865;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
221912;G;07-01-19;2.000;0;51400 ?;;0;70787;0;0;9
222137;G;07-01-19;600;0;51400 ?;;0;0;0;0;9
222485;G;07-01-19;1.000;0;47400 ?;;0;290385;0;0;9
222510;G;07-01-19;1.916;0;51400 ?;;0;0;0;0;9
222526;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
222574;G;07-01-19;1.000;0;47400 ?;;0;300486;0;0;9
222622;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
222641;GX;07-01-19;2.000;0;51370 ?;;0;110685;0;0;9
222995;G;07-01-19;2.000;0;51400 ?;;0;30000;1;600;9
222997;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
223476;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
223512;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
223629;G;07-01-19;1.933;0;51400 ?;;0;0;0;0;9
223647;G;07-01-19;1.400;0;51400 ?;;0;270186;0;0;9
223937;G;07-01-19;500;0;51400 ?;U;0;0;0;0;9
224075;G;07-01-19;2.100;0;51400 ?;;0;0;0;0;9
224084;G;07-01-19;1.500;0;48200 ?;;0;200983;0;0;9
224702;G;07-01-19;1.000;0;51400 ?;;0;80486;0;0;9
224995;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
225005;G;07-01-19;1.500;0;51400 ?;;0;140884;0;0;9
225072;G;07-01-19;800;0;50400 ?;;0;0;0;0;9
225761;G;07-01-19;1.574;0;51400 ?;;0;0;0;0;9
225838;G;07-01-19;1.000;0;51400 ?;;0;290986;0;0;9
225959;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
226052;G;07-01-19;1.000;0;51400 ?;;0;311085;0;0;9
226179;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
226436;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
226623;G;07-01-19;1.000;0;51400 ?;U;0;110286;0;0;9
226829;G;07-01-19;1.000;0;45050 ?;;0;121185;0;0;9
226928;G;07-01-19;1.166;0;51400 ?;;0;0;0;0;9
227019;G;07-01-19;3.500;0;48200 ?;;0;241285;0;0;9
227115;G;07-01-19;1.000;0;51400 ?;;0;311083;0;0;9
227285;G;07-01-19;2.124;0;51400 ?;;0;0;0;0;9
227404;G;07-01-19;1.613;0;49050 ?;;0;0;0;0;9
227713;G;07-01-19;2.000;0;51400 ?;;0;260886;0;0;9
227851;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
227962;G;07-01-19;1.000;0;51400 ?;;0;91285;0;0;9
227974;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
228365;G;07-01-19;1.000;0;47400 ?;;0;181185;0;0;9
228447;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
228534;G;07-01-19;2.000;0;49050 ?;U;0;0;0;0;9
228813;G;07-01-19;2.000;0;51400 ?;;0;5000;0;0;9
228827;G;07-01-19;1.000;0;51400 ?;;0;190885;0;0;9
228836;G;07-01-19;1.762;0;51400 ?;;0;0;0;0;9
228975;G;07-01-19;500;0;51400 ?;U;0;221286;0;0;9
229000;G;07-01-19;2.000;0;51400 ?;;0;200586;0;0;9
229040;G;07-01-19;1.000;0;51400 ?;;0;140786;0;0;9
229047;G;07-01-19;1.500;0;51400 ?;;0;0;0;0;9
229326;G;07-01-19;1.000;0;51400 ?;;0;170484;0;0;9
229414;G;07-01-19;500;0;51400 ?;;0;50386;0;0;9
229450;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
229626;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
229670;G;07-01-19;1.000;0;51400 ?;;0;140284;0;0;9
229745;G;07-01-19;500;0;51400 ?;;0;110584;0;0;9
229887;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
229897;G;07-01-19;20.600;0;51400 ?;;0;291286;0;0;9
229948;G;07-01-19;979;0;51400 ?;U;0;270185;0;0;9
229973;G;07-01-19;1.474;0;47400 ?;;0;270885;0;0;9
230479;G;07-01-19;1.500;0;47400 ?;;0;2000;0;0;9
230571;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
230617;G;07-01-19;1.000;0;47400 ?;;0;100987;0;0;9
230747;G;07-01-19;2.500;0;51400 ?;;0;0;0;0;9
230970;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
230973;G;07-01-19;750;0;51400 ?;U;0;80885;0;0;9
231062;G;07-01-19;1.451;0;47400 ?;;0;0;0;0;9
231068;G;07-01-19;1.150;0;51400 ?;;0;81087;0;0;9
231087;G;07-01-19;500;0;51400 ?;;0;210987;0;0;9
231224;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
231439;G;07-01-19;500;0;51400 ?;U;0;2500;0;0;9
231439;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
231448;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
231474;G;07-01-19;2.254;0;51400 ?;;0;20185;0;0;9
231561;G;07-01-19;2.025;0;51400 ?;;0;51285;0;0;9
231561;GX;07-01-19;25;0;48200 ?;;0;11087;0;0;9
231563;G;07-01-19;500;0;51400 ?;;0;200885;0;0;9
231569;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
231675;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
231818;G;07-01-19;4.820;0;46930 ?;;0;0;0;0;9
231907;G;07-01-19;1.000;0;49900 ?;;0;0;0;0;9
232192;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
232286;G;07-01-19;890;0;49900 ?;;0;110985;0;0;9
232322;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
232595;G;07-01-19;500;0;46930 ?;;0;0;0;0;9
232801;G;07-01-19;1.000;0;51400 ?;;0;10785;0;0;9
232967;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
233018;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
233200;G;07-01-19;1.000;0;51400 ?;U;0;200586;0;0;9
233259;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
233368;G;07-01-19;2.500;0;48200 ?;;0;200186;0;0;9
233406;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
233454;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
233524;G;07-01-19;500;0;51400 ?;;0;301084;0;0;9
233588;G;07-01-19;3.000;0;49050 ?;U;0;0;0;0;9
233642;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
233921;G;07-01-19;2.000;0;46930 ?;;0;230886;0;0;9
233921;GX;07-01-19;4.000;0;47650 ?;;0;290886;0;0;9
233922;G;07-01-19;1.000;0;51400 ?;;0;301285;0;0;9
233942;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
234028;G;07-01-19;1.500;0;51400 ?;;0;30986;0;0;9
234260;G;07-01-19;500;0;51400 ?;;0;2600;0;1913;9
234271;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
234327;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
234354;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
234535;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
234558;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
234585;G;07-01-19;1.000;0;51400 ?;U;0;0;0;0;9
234606;G;07-01-19;1.000;0;51400 ?;;0;140685;0;0;9
234673;G;07-01-19;2.000;0;51400 ?;;0;0;0;0;9
234787;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
234801;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
234901;G;07-01-19;500;0;51400 ?;;0;2300;1;1200;9
234912;G;07-01-19;500;0;51400 ?;U;0;0;0;0;9
234913;G;07-01-19;500;0;52350 ?;;0;51186;0;0;9
234970;G;07-01-19;850;0;51400 ?;;0;0;0;0;9
235057;G;07-01-19;1.500;0;51400 ?;;0;260886;0;0;9
235171;G;07-01-19;500;0;51400 ?;U;0;0;0;0;9
235175;G;07-01-19;1.000;0;47400 ?;;0;0;0;0;9
235178;G;07-01-19;1.500;0;48200 ?;;0;0;0;0;9
235183;G;07-01-19;1.500;0;51400 ?;;0;0;0;0;9
235246;G;07-01-19;1.000;0;39170 ?;;0;0;0;0;9
235281;G;07-01-19;1.000;0;51400 ?;U;0;0;0;0;9
235394;G;07-01-19;1.000;0;51400 ?;U;0;0;0;0;9
235435;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
235505;G;07-01-19;500;0;51400 ?;;0;0;0;0;9
235507;G;07-01-19;1.000;0;51400 ?;;0;181083;0;0;9
235726;G;07-01-19;600;0;51400 ?;;0;121186;0;0;9
235727;G;07-01-19;2.500;0;49050 ?;U;0;0;0;0;9
235728;G;07-01-19;1.000;0;51400 ?;;0;0;0;0;9
235729;G;07-01-19;2.000;0;47400 ?;;0;2400;0;0;9
